uid,tax-identifier,tax-name,article,corpus,organisme-affectataire,classification,date,montant
254,12000,CVO agricole,,,CIFOG,Organisme professionnel,2011-01-01,5.566
255,12000,CVO agricole,,,CIFOG,Organisme professionnel,2012-01-01,0.0
256,12000,CVO agricole,,,CIFOG,Organisme professionnel,2013-01-01,0.0
257,12000,CVO agricole,,,CIGC,Organisme professionnel,2009-01-01,0.0
258,12000,CVO agricole,,,CIGC,Organisme professionnel,2010-01-01,0.0
259,12000,CVO agricole,,,CIGC,Organisme professionnel,2011-01-01,0.0
260,12000,CVO agricole,,,CIGC,Organisme professionnel,2012-01-01,0.0
261,12000,CVO agricole,,,CIGC,Organisme professionnel,2013-01-01,0.0
262,12000,CVO agricole,,,CIHEF,Organisme professionnel,2009-01-01,0.172
263,12000,CVO agricole,,,CIHEF,Organisme professionnel,2010-01-01,0.276
264,12000,CVO agricole,,,CIHEF,Organisme professionnel,2011-01-01,0.225
265,12000,CVO agricole,,,CIHEF,Organisme professionnel,2012-01-01,0.0
266,12000,CVO agricole,,,CIHEF,Organisme professionnel,2013-01-01,0.0
267,12000,CVO agricole,,,CILOUEST,Organisme professionnel,2009-01-01,0.0
268,12000,CVO agricole,,,CILOUEST,Organisme professionnel,2010-01-01,0.248
269,12000,CVO agricole,,,CILOUEST,Organisme professionnel,2011-01-01,0.349
270,12000,CVO agricole,,,CILOUEST,Organisme professionnel,2012-01-01,0.0
271,12000,CVO agricole,,,CILOUEST,Organisme professionnel,2013-01-01,0.0
272,12000,CVO agricole,,,CILVERPUY,Organisme professionnel,2009-01-01,0.157
273,12000,CVO agricole,,,CILVERPUY,Organisme professionnel,2010-01-01,0.172
274,12000,CVO agricole,,,CILVERPUY,Organisme professionnel,2011-01-01,0.127
275,12000,CVO agricole,,,CILVERPUY,Organisme professionnel,2012-01-01,0.0
276,12000,CVO agricole,,,CILVERPUY,Organisme professionnel,2013-01-01,0.0
277,12000,CVO agricole,,,CIP,Organisme professionnel,2009-01-01,0.338
278,12000,CVO agricole,,,CIP,Organisme professionnel,2010-01-01,0.338
279,12000,CVO agricole,,,CIP,Organisme professionnel,2011-01-01,0.0
280,12000,CVO agricole,,,CIP,Organisme professionnel,2012-01-01,0.0
281,12000,CVO agricole,,,CIP,Organisme professionnel,2013-01-01,0.0
282,12000,CVO agricole,,,CIPA,Organisme professionnel,2009-01-01,0.0
283,12000,CVO agricole,,,CIPA,Organisme professionnel,2010-01-01,0.91
284,12000,CVO agricole,,,CIPA,Organisme professionnel,2011-01-01,0.937
285,12000,CVO agricole,,,CIPA,Organisme professionnel,2012-01-01,0.0
286,12000,CVO agricole,,,CIPA,Organisme professionnel,2013-01-01,0.0
287,12000,CVO agricole,,,CIPALIN,Organisme professionnel,2009-01-01,1.521
288,12000,CVO agricole,,,CIPALIN,Organisme professionnel,2010-01-01,1.328
289,12000,CVO agricole,,,CIPALIN,Organisme professionnel,2011-01-01,1.102
290,12000,CVO agricole,,,CIPALIN,Organisme professionnel,2012-01-01,0.0
291,12000,CVO agricole,,,CIPALIN,Organisme professionnel,2013-01-01,0.0
292,12000,CVO agricole,,,CIRT-DOM,Organisme professionnel,2009-01-01,0.536
293,12000,CVO agricole,,,CIRT-DOM,Organisme professionnel,2010-01-01,0.564
294,12000,CVO agricole,,,CIRT-DOM,Organisme professionnel,2011-01-01,0.593
295,12000,CVO agricole,,,CIRT-DOM,Organisme professionnel,2012-01-01,0.0
296,12000,CVO agricole,,,CIRT-DOM,Organisme professionnel,2013-01-01,0.0
297,12000,CVO agricole,,,CIV - Corse,Organisme professionnel,2009-01-01,0.0
298,12000,CVO agricole,,,CIV - Corse,Organisme professionnel,2010-01-01,0.124
299,12000,CVO agricole,,,CIV - Corse,Organisme professionnel,2011-01-01,0.399
300,12000,CVO agricole,,,CIV - Corse,Organisme professionnel,2012-01-01,0.0
301,12000,CVO agricole,,,CIV - Corse,Organisme professionnel,2013-01-01,0.0
302,12000,CVO agricole,,,CIVA,Organisme professionnel,2009-01-01,7.898
303,12000,CVO agricole,,,CIVA,Organisme professionnel,2010-01-01,7.898
304,12000,CVO agricole,,,CIVA,Organisme professionnel,2011-01-01,7.487
305,12000,CVO agricole,,,CIVA,Organisme professionnel,2012-01-01,0.0
306,12000,CVO agricole,,,CIVA,Organisme professionnel,2013-01-01,0.0
307,12000,CVO agricole,,,CIVB (Bordeaux),Organisme professionnel,2009-01-01,27.192
308,12000,CVO agricole,,,CIVB (Bordeaux),Organisme professionnel,2010-01-01,29.73
309,12000,CVO agricole,,,CIVB (Bordeaux),Organisme professionnel,2011-01-01,32.281
310,12000,CVO agricole,,,CIVB (Bordeaux),Organisme professionnel,2012-01-01,0.0
311,12000,CVO agricole,,,CIVB (Bordeaux),Organisme professionnel,2013-01-01,0.0
312,12000,CVO agricole,,,CIVB (Volaille de Bresse),Organisme professionnel,2009-01-01,0.0
313,12000,CVO agricole,,,CIVB (Volaille de Bresse),Organisme professionnel,2010-01-01,0.0
314,12000,CVO agricole,,,CIVB (Volaille de Bresse),Organisme professionnel,2011-01-01,0.0
315,12000,CVO agricole,,,CIVB (Volaille de Bresse),Organisme professionnel,2012-01-01,0.0
316,12000,CVO agricole,,,CIVB (Volaille de Bresse),Organisme professionnel,2013-01-01,0.0
317,12000,CVO agricole,,,CIVC,Organisme professionnel,2009-01-01,17.116
318,12000,CVO agricole,,,CIVC,Organisme professionnel,2010-01-01,14.994
319,12000,CVO agricole,,,CIVC,Organisme professionnel,2011-01-01,16.034
320,12000,CVO agricole,,,CIVC,Organisme professionnel,2012-01-01,0.0
321,12000,CVO agricole,,,CIVC,Organisme professionnel,2013-01-01,0.0
322,12000,CVO agricole,,,CIVJ,Organisme professionnel,2009-01-01,0.245
323,12000,CVO agricole,,,CIVJ,Organisme professionnel,2010-01-01,0.243
324,12000,CVO agricole,,,CIVJ,Organisme professionnel,2011-01-01,0.237
325,12000,CVO agricole,,,CIVJ,Organisme professionnel,2012-01-01,0.0
326,12000,CVO agricole,,,CIVJ,Organisme professionnel,2013-01-01,0.0
327,12000,CVO agricole,,,CIVL,Organisme professionnel,2009-01-01,3.702
328,12000,CVO agricole,,,CIVL,Organisme professionnel,2010-01-01,3.508
329,12000,CVO agricole,,,CIVL,Organisme professionnel,2011-01-01,3.747
330,12000,CVO agricole,,,CIVL,Organisme professionnel,2012-01-01,0.0
331,12000,CVO agricole,,,CIVL,Organisme professionnel,2013-01-01,0.0
332,12000,CVO agricole,,,CIVP,Organisme professionnel,2009-01-01,2.912
333,12000,CVO agricole,,,CIVP,Organisme professionnel,2010-01-01,3.53
334,12000,CVO agricole,,,CIVP,Organisme professionnel,2011-01-01,3.638
335,12000,CVO agricole,,,CIVP,Organisme professionnel,2012-01-01,0.0
336,12000,CVO agricole,,,CIVP,Organisme professionnel,2013-01-01,0.0
337,12000,CVO agricole,,,CIVR,Organisme professionnel,2009-01-01,2.998
338,12000,CVO agricole,,,CIVR,Organisme professionnel,2010-01-01,2.824
339,12000,CVO agricole,,,CIVR,Organisme professionnel,2011-01-01,2.751
340,12000,CVO agricole,,,CIVR,Organisme professionnel,2012-01-01,0.0
341,12000,CVO agricole,,,CIVR,Organisme professionnel,2013-01-01,0.0
342,12000,CVO agricole,,,CIVRB,Organisme professionnel,2009-01-01,2.039
343,12000,CVO agricole,,,CIVRB,Organisme professionnel,2010-01-01,2.071
344,12000,CVO agricole,,,CIVRB,Organisme professionnel,2011-01-01,1.994
345,12000,CVO agricole,,,CIVRB,Organisme professionnel,2012-01-01,0.0
346,12000,CVO agricole,,,CIVRB,Organisme professionnel,2013-01-01,0.0
347,12000,CVO agricole,,,CLIPP,Organisme professionnel,2009-01-01,0.0
348,12000,CVO agricole,,,CLIPP,Organisme professionnel,2010-01-01,2.23
349,12000,CVO agricole,,,CLIPP,Organisme professionnel,2011-01-01,2.659
350,12000,CVO agricole,,,CLIPP,Organisme professionnel,2012-01-01,0.0
351,12000,CVO agricole,,,CLIPP,Organisme professionnel,2013-01-01,0.0
352,12000,CVO agricole,,,CNC,Organisme professionnel,2009-01-01,0.819
353,12000,CVO agricole,,,CNC,Organisme professionnel,2010-01-01,0.785
354,12000,CVO agricole,,,CNC,Organisme professionnel,2011-01-01,0.826
355,12000,CVO agricole,,,CNC,Organisme professionnel,2012-01-01,0.0
356,12000,CVO agricole,,,CNC,Organisme professionnel,2013-01-01,0.0
357,12000,CVO agricole,,,CNDB,Organisme professionnel,2009-01-01,0.0
358,12000,CVO agricole,,,CNDB,Organisme professionnel,2010-01-01,0.0
359,12000,CVO agricole,,,CNDB,Organisme professionnel,2011-01-01,0.0
360,12000,CVO agricole,,,CNDB,Organisme professionnel,2012-01-01,0.0
361,12000,CVO agricole,,,CNDB,Organisme professionnel,2013-01-01,0.0
362,12000,CVO agricole,,,CNIEL,Organisme professionnel,2009-01-01,36.374
363,12000,CVO agricole,,,CNIEL,Organisme professionnel,2010-01-01,37.391
364,12000,CVO agricole,,,CNIEL,Organisme professionnel,2011-01-01,39.226
365,12000,CVO agricole,,,CNIEL,Organisme professionnel,2012-01-01,0.0
366,12000,CVO agricole,,,CNIEL,Organisme professionnel,2013-01-01,0.0
367,12000,CVO agricole,,,CNIPT,Organisme professionnel,2009-01-01,6.316
368,12000,CVO agricole,,,CNIPT,Organisme professionnel,2010-01-01,5.812
369,12000,CVO agricole,,,CNIPT,Organisme professionnel,2011-01-01,5.776
370,12000,CVO agricole,,,CNIPT,Organisme professionnel,2012-01-01,0.0
371,12000,CVO agricole,,,CNIPT,Organisme professionnel,2013-01-01,0.0
372,12000,CVO agricole,,,CNPC,Organisme professionnel,2009-01-01,1.231
373,12000,CVO agricole,,,CNPC,Organisme professionnel,2010-01-01,1.194
374,12000,CVO agricole,,,CNPC,Organisme professionnel,2011-01-01,1.16
375,12000,CVO agricole,,,CNPC,Organisme professionnel,2012-01-01,0.0
376,12000,CVO agricole,,,CNPC,Organisme professionnel,2013-01-01,0.0
377,12000,CVO agricole,,,CNPMEM,Organisme professionnel,2009-01-01,2.113
378,12000,CVO agricole,,,CNPMEM,Organisme professionnel,2010-01-01,1.751
379,12000,CVO agricole,,,CNPMEM,Organisme professionnel,2011-01-01,1.764
380,12000,CVO agricole,,,CNPMEM,Organisme professionnel,2012-01-01,0.0
381,12000,CVO agricole,,,CNPMEM,Organisme professionnel,2013-01-01,0.0
382,12000,CVO agricole,,,CNPO,Organisme professionnel,2009-01-01,0.573
383,12000,CVO agricole,,,CNPO,Organisme professionnel,2010-01-01,0.611
384,12000,CVO agricole,,,CNPO,Organisme professionnel,2011-01-01,0.641
385,12000,CVO agricole,,,CNPO,Organisme professionnel,2012-01-01,0.0
386,12000,CVO agricole,,,CNPO,Organisme professionnel,2013-01-01,0.0
387,12000,CVO agricole,,,CNPPF/CRPF,Organisme professionnel,2009-01-01,0.0
388,12000,CVO agricole,,,CNPPF/CRPF,Organisme professionnel,2010-01-01,0.0
389,12000,CVO agricole,,,CNPPF/CRPF,Organisme professionnel,2011-01-01,0.0
390,12000,CVO agricole,,,CNPPF/CRPF,Organisme professionnel,2012-01-01,0.0
391,12000,CVO agricole,,,CNPPF/CRPF,Organisme professionnel,2013-01-01,0.0
392,12000,CVO agricole,,,CTCPA,Organisme professionnel,2009-01-01,0.0
393,12000,CVO agricole,,,CTCPA,Organisme professionnel,2010-01-01,0.0
394,12000,CVO agricole,,,CTCPA,Organisme professionnel,2011-01-01,0.0
395,12000,CVO agricole,,,CTCPA,Organisme professionnel,2012-01-01,0.0
396,12000,CVO agricole,,,CTCPA,Organisme professionnel,2013-01-01,0.0
397,12000,CVO agricole,,,CTIFL,Organisme professionnel,2009-01-01,0.0
398,12000,CVO agricole,,,CTIFL,Organisme professionnel,2010-01-01,0.0
399,12000,CVO agricole,,,CTIFL,Organisme professionnel,2011-01-01,0.0
400,12000,CVO agricole,,,CTIFL,Organisme professionnel,2012-01-01,0.0
401,12000,CVO agricole,,,CTIFL,Organisme professionnel,2013-01-01,0.0
402,12000,CVO agricole,,,EPC,Organisme professionnel,2009-01-01,0.0
403,12000,CVO agricole,,,EPC,Organisme professionnel,2010-01-01,0.0
404,12000,CVO agricole,,,EPC,Organisme professionnel,2011-01-01,0.0
405,12000,CVO agricole,,,EPC,Organisme professionnel,2012-01-01,0.0
406,12000,CVO agricole,,,EPC,Organisme professionnel,2013-01-01,0.0
407,12000,CVO agricole,,,France Bois Forêt,Organisme professionnel,2009-01-01,4.129
408,12000,CVO agricole,,,France Bois Forêt,Organisme professionnel,2010-01-01,6.043
409,12000,CVO agricole,,,France Bois Forêt,Organisme professionnel,2011-01-01,5.966
410,12000,CVO agricole,,,France Bois Forêt,Organisme professionnel,2012-01-01,0.0
411,12000,CVO agricole,,,France Bois Forêt,Organisme professionnel,2013-01-01,0.0
412,12000,CVO agricole,,,FranceAgriMer,Organisme professionnel,2009-01-01,0.0
413,12000,CVO agricole,,,FranceAgriMer,Organisme professionnel,2010-01-01,0.0
414,12000,CVO agricole,,,FranceAgriMer,Organisme professionnel,2011-01-01,0.0
415,12000,CVO agricole,,,FranceAgriMer,Organisme professionnel,2012-01-01,0.0
416,12000,CVO agricole,,,FranceAgriMer,Organisme professionnel,2013-01-01,0.0
417,12000,CVO agricole,,,Gl PT,Organisme professionnel,2009-01-01,0.362
418,12000,CVO agricole,,,Gl PT,Organisme professionnel,2010-01-01,0.338
419,12000,CVO agricole,,,Gl PT,Organisme professionnel,2011-01-01,0.357
420,12000,CVO agricole,,,Gl PT,Organisme professionnel,2012-01-01,0.0
421,12000,CVO agricole,,,Gl PT,Organisme professionnel,2013-01-01,0.0
422,12000,CVO agricole,,,GNIS,Organisme professionnel,2009-01-01,24.981
423,12000,CVO agricole,,,GNIS,Organisme professionnel,2010-01-01,25.663
424,12000,CVO agricole,,,GNIS,Organisme professionnel,2011-01-01,25.905
425,12000,CVO agricole,,,GNIS,Organisme professionnel,2012-01-01,0.0
426,12000,CVO agricole,,,GNIS,Organisme professionnel,2013-01-01,0.0
427,12000,CVO agricole,,,HCCA,Organisme professionnel,2009-01-01,1.25
428,12000,CVO agricole,,,HCCA,Organisme professionnel,2010-01-01,1.321
429,12000,CVO agricole,,,HCCA,Organisme professionnel,2011-01-01,0.0
430,12000,CVO agricole,,,HCCA,Organisme professionnel,2012-01-01,0.0
431,12000,CVO agricole,,,HCCA,Organisme professionnel,2013-01-01,0.0
432,12000,CVO agricole,,,IB,Organisme professionnel,2009-01-01,5.657
433,12000,CVO agricole,,,IB,Organisme professionnel,2010-01-01,5.585
434,12000,CVO agricole,,,IB,Organisme professionnel,2011-01-01,5.537
435,12000,CVO agricole,,,IB,Organisme professionnel,2012-01-01,0.0
436,12000,CVO agricole,,,IB,Organisme professionnel,2013-01-01,0.0
437,12000,CVO agricole,,,ICF,Organisme professionnel,2009-01-01,0.0
438,12000,CVO agricole,,,ICF,Organisme professionnel,2010-01-01,0.027
439,12000,CVO agricole,,,ICF,Organisme professionnel,2011-01-01,0.025
440,12000,CVO agricole,,,ICF,Organisme professionnel,2012-01-01,0.0
441,12000,CVO agricole,,,ICF,Organisme professionnel,2013-01-01,0.0
442,12000,CVO agricole,,,IDAC,Organisme professionnel,2009-01-01,0.0
443,12000,CVO agricole,,,IDAC,Organisme professionnel,2010-01-01,1.026
444,12000,CVO agricole,,,IDAC,Organisme professionnel,2011-01-01,1.061
445,12000,CVO agricole,,,IDAC,Organisme professionnel,2012-01-01,0.0
446,12000,CVO agricole,,,IDAC,Organisme professionnel,2013-01-01,0.0
447,12000,CVO agricole,,,IDE,Organisme professionnel,2009-01-01,0.0
448,12000,CVO agricole,,,IDE,Organisme professionnel,2010-01-01,0.0
449,12000,CVO agricole,,,IDE,Organisme professionnel,2011-01-01,0.0
450,12000,CVO agricole,,,IDE,Organisme professionnel,2012-01-01,0.0
451,12000,CVO agricole,,,IDE,Organisme professionnel,2013-01-01,0.0
452,12000,CVO agricole,,,IFCE,Organisme professionnel,2009-01-01,0.0
453,12000,CVO agricole,,,IFCE,Organisme professionnel,2010-01-01,0.0
454,12000,CVO agricole,,,IFCE,Organisme professionnel,2011-01-01,0.0
455,12000,CVO agricole,,,IFCE,Organisme professionnel,2012-01-01,0.0
456,12000,CVO agricole,,,IFCE,Organisme professionnel,2013-01-01,0.0
457,12000,CVO agricole,,,IFIP,Organisme professionnel,2009-01-01,0.0
458,12000,CVO agricole,,,IFIP,Organisme professionnel,2010-01-01,0.0
459,12000,CVO agricole,,,IFIP,Organisme professionnel,2011-01-01,0.0
460,12000,CVO agricole,,,IFIP,Organisme professionnel,2012-01-01,0.0
461,12000,CVO agricole,,,IFIP,Organisme professionnel,2013-01-01,0.0
462,12000,CVO agricole,,,IFN,Organisme professionnel,2009-01-01,0.0
463,12000,CVO agricole,,,IFN,Organisme professionnel,2010-01-01,0.0
464,12000,CVO agricole,,,IFN,Organisme professionnel,2011-01-01,0.0
465,12000,CVO agricole,,,IFN,Organisme professionnel,2012-01-01,0.0
466,12000,CVO agricole,,,IFN,Organisme professionnel,2013-01-01,0.0
